Proxy_Data
DSDP607
748823	4.72
753842	4.47
754526	4.32
755552	4.52
758060	4.16
758972	4.19
760910	3.74
762665	3.67
764865	3.74
767913	3.81
771924	3.83
775471	3.56
778895	3.54
781968	3.33
786178	3.67
787786	4.17
791201	3.85
793813	4.64
798818	4.4
801178	3.81
803538	4.34
807976	3.93
811592	4.1
816573	4.04
818745	4.11
822672	3.9
829021	4.09
831999	4.06
835235	4.48
838229	3.37
842419	4.28
844330	3.99
846122	3.82
847317	3.81
850663	3.42
852455	3.51
853663	3.38
856964	3.28
861509	3.29
867050	3.46
870485	4.48
872718	4.42
873831	3.85
876222	4.09
878050	3.84
880160	3.81
882821	3.79
887612	3.97
892368	4.05
896734	3.87
902880	3.61
909176	3.77
912579	3.56
919812	4.12
923674	4.22
930094	3.9
935388	3.72
940610	3.77
945711	3.59
950492	3.38
952014	3.68
955162	3.54
956753	3.77
960073	4.26
960737	4.28
961843	4.46
963392	4.39
967013	4.51
970491	3.85
972201	3.94
974709	3.88
976647	3.14
977739	3.14
981325	2.93
985464	2.99
989602	3.2
993740	3.32
1002016	3.69
1006709	3.84
1009002	3.75
1015928	3.59
1017994	3.75
1022384	3.53
1025767.9	3.43
1034200	3.83
1042996	4.17
1047448	4.63
1048498	4.15
1050418.9	3.98
1052604	3.83
1055561	3.78
1057490	3.67
1059162	3.4
1063597	3.37
1066276	3.39
1067908	3.41
1069626	3.49
1071723	3.72
1074424	3.31
1076086.1	3.36
1078754	3.43
1080138.1	4.09
1080564.9	3.54
1081737.1	4.14
1083121	4.16
1083335	4.19
1084933	4.43
1088144	4.43
1089663	4.31
1091394	4.21
1093284.1	4.22
1094177	4.5
1096351	4.15
1097578	4.06
1100187	3.78
1102181	3.6
1104482.1	3.18
1106783	3.11
1109923	3.2
1114489	3.16
1123816	4.36
1125993	4.43
1130459	4.51
1132682	4.48
1134823	4.4
1136687	4.22
1143208	3.9
1146191	3.81
1149888.1	3.75
1153113	3.88
1158165	3.92
1163158	3.82
1170493	4.35
1174755	4.35
1175478	4.24
1178187	3.99
1180897	3.64
1183218	3.65
1184469	3.56
1186972	3.54
1190530	3.94
1192381	3.88
1194516	4
1196886	3.38
1200376	4.05
1203866	3.78
1207707	4.13
1212439.9	4.26
1214779.1	4.09
1221236	3.49
1224810.1	3.57
1229168	3.2
1232946	3.09
1237304	3.37
1242128.1	3.71
1244486	3.84
1246844	4.09
1248920	4.21
1254343	4.19
1257083	4.17
1261193	3.71
1264755	3.75
1268865	3.54
1273007	3.48
1277215	3.38
1281457	3.59
1285699	4.05
1290505	4.15
1297451.1	3.88
1300071	4.1
1305836.1	3.62
1309720.9	3.23
1313481	3.33
1317217	3.48
1325366	4.04
1331404.1	4.26
1335477.1	3.93
1341962	4.38
1343892	4.34
1346784.1	4.11
1350407	3.56
1354288.9	3.31
1358978	3.34
1361557	3.38
1365340.9	4.27
1366717	4.37
1371059	4.44
1375604	4.22
1380688	4
1383178	4.08
1385150	4
1389343	3.64
1393524	3.58
1397623	3.66
1399761	3.62
1407777	4.27
1415734	4.42
1417182	4.21
1419917	4.08
1421174	3.91
1424241.9	3.92
1425108	3.7
1425950	3.54
1428139	3.44
1433535	3.5
1439057	3.53
1442146	3.59
1446961.1	3.97
1449483	4.16
1455159.1	4.39
1458722	4.34
1460582	4.2
1461540	4.03
1462793	3.94
1463924	3.7
1466939.9	3.94
1467693	3.9
1470380	3.45
1477755	3.53
1485673	3.52
1491737.1	3.82
1498761	3.95
1503819	3.62
1508801	3.79
1513598	3.87
1515293.9	3.79
1519552	3.5
1522166	3.79
1524134	3.94
1528677	4.38
1530948	4.23
1536682	4.32
1539827	4.34
1544438	3.79
1549259	3.73
1552470.9	3.43
1556017.9	3.5
1559694.9	3.74
1563373	3.59
1567050	3.94
1570727.1	3.61
1573921	4.14
1575939	4.24
1580411	3.74
1582646	3.56
1587397	3.54
1589873	3.72
1593218	4.08
1596057	3.69
1598895	3.74
1602491	3.49
1604968	3.53
1607299	3.86
1611344	3.9
1613231	3.79
1615642.9	4.07
1619153	3.84
1624684	4.13
1628741	3.26
1634272	3.37
1637500.6	3.4
1642614.5	3.54
1644495.9	3.55
1648537.5	3.76
1655087.5	3.99
1661788.1	4
1665110.2	4.03
1668404.8	3.89
1671667.5	3.64
1676389.6	3.32
1678088.3	3.46
1681672.5	3.69
1684390.4	3.59
1687508.9	3.46
1690610.5	3.58
1693715.9	3.45
1696820.7	3.66
1699942.1	4.32
1703377	3.87
1708513.3	3.6
1710407.5	3.62
1714485.7	3.63
1717657.6	3.46
1721375.1	3.58
1725655.5	3.88
1728970.7	3.58
1733349.1	3.56
1736710.1	3.47
1740584	3.6
1746207	3.49
1748223.5	3.69
1755580.3	3.57
1759112.7	3.36
1762263.3	3.66
1765257	3.46
1768150.3	3.8
1770946.7	3.94
1773647.5	4.07
1777454.5	4.14
1778793.1	3.93
1781574.3	4.16
1785975	3.93
1788257.4	3.97
1790500.2	3.77
1791238.9	3.69
1792705.9	3.78
1794887.3	3.61
1796760.6	3.57
1800194.8	3.34
1801337.2	3.46
1805251.2	3.29
1808837.6	3.38
1814443.4	4.04
1819431.6	4.13
1824438.5	3.91
1829426	4.13
1834367.3	3.61
1839251.8	3.95
1848866.8	3.36
1852771.2	3.22
1854705.4	3.68
1855888.1	3.46
1860953.6	4.06
1862101.3	3.98
1864613.4	3.97
1866608.8	3.8
1869003.7	3.78
1871839.1	3.52
1874104.4	3.65
1876830.1	3.64
1879674.7	3.37
1882638.7	3.3
1888486.3	3.38
1895134.8	3.45
1899034.1	3.59
1902057.4	3.73
1906043.8	3.79
1910039.6	3.79
1913084.6	3.65
1916578	3.58
1921644.3	3.57
1923917.5	3.55
1930196.7	3.72
1933509.3	4.23
1937277.6	4.05
1941296	4.24
1945828.4	4.18
1949286.1	4.06
1953267.9	4.03
1959102.3	3.77
1960689.2	3.77
1965717.5	3.67
1968600.2	3.5
1972973.4	3.69
1977287.4	3.61
1980531.9	3.71
1984689.1	3.49
1987790.5	3.33
1992176.4	3.37
1996171.6	3.46
1997897.1	3.37
2001452.1	3.89
2004079.2	3.74
2009867.3	3.29
2012674.3	3.16
2015648.2	3.35
2018555.2	3.54
2025515.6	4.18
2026626.1	4.36
2032148.1	4.13
2037699.3	3.86
2040888.8	3.84
2044135.1	3.54
2046664.7	3.59
2048838.9	3.43
2051422.6	3.39
2054019	3.59
2056348.1	3.59
2059082	3.62
2061530.5	3.75
2064410.2	3.72
2067000	3.38
2069076.4	3.61
2071976.8	3.55
2076361.1	3.54
2077992.7	3.43
2081524.4	3.39
2084281	3.52
2091081.5	3.18
2101466.8	3.61
2105753.2	4.12
2110370.9	3.7
2116986.3	3.72
2119298.8	3.56
2124012.5	3.31
2127408.4	3.25
2137933.4	3.15
2141155	3.21
2144306.6	3.58
2147455.8	3.56
2152154.5	3.99
2154361.8	3.89
2157796.4	3.86
2168736.1	3.39
2172953.9	3.31
2177028.3	3.24
2180644.5	3.4
2184249	3.51
2189385.7	3.64
2191185.3	3.64
2197752	3.77
2201039.3	3.46
2207125.2	3.53
2212724.6	3.32
2220886.5	3.14
2223472.4	3.43
2229010.3	3.5
2233262.9	3.74
2238222.9	3.82
2241836.9	3.8
2248594.7	3.71
2252085.7	3.52
2255656	3.22
2259750.7	3.27
2261193.6	3.43
2264304	3.37
2266712.6	3.41
2269503.7	3.65
2275053.5	3.77
2290533.7	3.55
2290730	3.69
2292485.1	3.28
2296434.8	3.35
2297883.1	3.34
2300701.2	3.4
2303087.2	3.22
2305733.9	3.38
2307507.3	3.53
2309873.8	3.75
2313276.4	4.19
2314503.2	4.38
2317086.4	4.16
2319068.1	4.2
2323694.1	3.93
2326080.1	3.74
2331095.2	3.71
2337991.7	3.26
2339623	3.23
2349890.6	3.48
2353728	3.99
2357725.8	4.13
2361514.6	4.15
2367660.2	4.03
2371893.6	3.71
2373340.8	3.71
2377940.9	3.45
2382297.9	3.28
2389116	3.91
2400925.3	4.42
2403539.3	4.31
2405757.8	4.3
2409828.9	4.08
2411202.9	4.16
2414217.8	3.79
2416264.4	3.56
2419642.1	3.35
2426608.6	3.38
2439027.8	3.51
2441643.3	3.61
2447727.1	3.37
2451900.6	3.28
2456003.9	3.35
2462915.3	3.23
2466898.4	3.33
2470411.1	3.31
2473617.2	3.59
2478026.1	3.61
2479598.4	4.02
2482018.8	3.8
2483791.5	3.77
2485984.6	3.72
2488438	3.65
2491270.5	3.41
2496166	3.26
2500051	3.05
2504889.2	3.34
2509511	3.38
2514660.2	3.65
2518639.6	3.76
2522873	3.96
2532378.7	3.47
2536061.3	3.36
2539990	3.12
2548787.1	3.13
2551835.9	3.37
2559873.5	3.75
2565227.5	3.96
2576020.3	3.43
2583363.5	3.62
2591193.6	3.56
2594121.1	3.95
2596898.9	3.97
2601288.8	4.1
2604442.6	4.13
2605904.5	3.46
2608889.4	3.42
2610740.2	3.39
2612314	3.27
2614397.2	3.23
2616366.7	3.25
2625261.5	3.16
2633720.2	3.32
2644628.7	4
2656989.3	3.33
2663042.2	3.21
2666560.8	3.05
2670558.1	3.33
2676790.3	3.41
2679454.6	3.59
2681992.7	3.71
2684504.9	3.76
2688316.9	3.58
2689786.4	3.61
2693167.2	3.41
2696053.5	3.3
2704204.3	3.12
2708236.8	3.12
2721463.9	3.43
2729806.2	3.53
2732922.9	3.17
2739082.3	3.32
2743466.3	3.05
2748297.1	3.18
2753000	3.07
